Account Number,Score_Busy,Score_Cleanliness,Score_Cost,Score_Overall,Date
3785,9,8,4,8,5/3/2019
48,5,3,10,7,6/12/2019
48,6,2,10,8,22/9/2019
48,5,1,10,4,27/6/2019
48,3,2,8,2,6/3/2019
6107,3,10,8,6,3/12/2019
6107,4,10,7,8,9/9/2019
6107,2,10,8,5,18/6/2019
6107,4,10,8,5,5/3/2019
7081,3,2,3,1,8/12/2019
7081,5,1,5,1,2/9/2019
9148,7,7,9,8,14/12/2019
9148,5,6,9,8,17/9/2019
4074,9,8,6,7,27/12/2019
4074,2,8,7,4,17/9/2019
11579,2,3,9,6,10/12/2019
11579,3,2,9,4,17/9/2019
11579,3,4,10,5,11/6/2019
11579,2,4,10,3,5/3/2019
3310,5,6,9,7,19/12/2019
3310,3,4,8,5,21/9/2019
3310,5,2,8,7,17/6/2019
5992,8,4,2,6,27/12/2019
5992,8,7,7,7,1/9/2019
5992,6,5,7,8,30/6/2019
5992,3,1,10,3,16/3/2019
2751,6,8,3,3,1/12/2019
2751,9,2,7,7,18/9/2019
2751,9,4,8,9,4/6/2019
2751,8,3,9,7,17/3/2019
2430,7,6,8,8,12/12/2019
2430,7,7,6,7,6/9/2019
2430,7,7,5,4,7/6/2019
2430,6,5,5,3,5/3/2019
7339,4,8,10,5,17/12/2019
7339,5,6,10,8,17/9/2019
7339,5,4,10,6,13/6/2019
499,9,1,9,7,24/12/2019
499,7,2,10,7,25/9/2019
499,8,2,10,7,3/6/2019
10527,3,8,10,7,29/12/2019
10527,2,9,8,7,3/9/2019
10527,7,7,10,9,18/6/2019
10527,7,9,10,8,27/3/2019
5754,7,1,7,4,7/12/2019
5754,6,1,9,3,13/9/2019
5754,5,2,10,4,14/6/2019
5754,6,1,10,6,7/3/2019
5074,4,7,7,6,14/12/2019
5074,6,8,8,7,8/9/2019
5074,8,9,6,5,26/6/2019
5074,10,8,8,8,9/3/2019
3677,1,3,9,4,2/12/2019
3677,1,3,9,6,13/9/2019
3677,1,1,9,4,3/6/2019
3677,6,2,8,5,27/3/2019
10242,3,8,6,6,9/12/2019
10242,1,10,4,6,10/9/2019
10242,2,9,2,5,21/6/2019
10242,4,10,2,5,25/3/2019
4020,3,7,7,5,23/12/2019
4020,3,8,8,6,30/9/2019
4020,1,6,8,3,12/6/2019
4697,5,5,7,7,4/12/2019
4697,5,7,6,8,23/9/2019
4697,4,7,8,5,13/6/2019
4697,6,8,10,10,13/3/2019
4124,3,5,2,5,20/12/2019
4124,2,6,1,1,11/9/2019
4124,1,8,2,2,6/6/2019
4124,3,9,7,7,18/3/2019
3712,4,8,3,7,15/12/2019
3712,10,3,2,3,21/9/2019
3712,10,2,4,5,5/6/2019
3712,9,2,2,3,2/3/2019
9246,6,7,7,5,7/12/2019
9246,4,9,7,5,21/9/2019
9246,1,9,9,7,13/6/2019
9246,7,9,8,7,30/3/2019
11974,7,2,7,7,6/12/2019
11974,9,3,3,7,8/9/2019
11974,7,2,4,5,15/6/2019
5087,2,1,7,5,27/12/2019
5087,3,2,8,2,6/9/2019
5087,9,1,9,8,29/6/2019
5087,7,2,7,4,24/3/2019
11666,6,2,7,7,28/12/2019
11666,4,2,9,6,8/9/2019
11666,3,4,7,5,1/6/2019
11666,2,4,6,4,14/3/2019
1292,1,4,9,6,14/12/2019
11889,9,8,5,6,5/12/2019
10868,5,10,7,7,10/12/2019
10868,3,10,9,5,1/9/2019
10868,1,9,8,8,9/6/2019
10868,3,3,3,5,10/3/2019
7127,5,6,8,6,11/12/2019
7127,7,4,10,6,9/9/2019
7127,8,6,10,8,25/6/2019
7127,4,9,8,5,24/3/2019
3378,4,4,7,4,18/12/2019
3378,4,4,6,4,27/9/2019
3378,5,4,8,4,4/6/2019
3378,4,5,9,7,31/3/2019
5051,3,4,2,1,19/12/2019
5051,1,5,1,4,12/9/2019
5051,1,7,1,2,12/6/2019
5051,1,9,1,3,26/3/2019
9529,6,3,10,4,10/12/2019
9529,8,2,8,4,30/9/2019
9529,9,3,8,5,21/6/2019
9529,8,4,8,6,3/3/2019
10726,7,9,5,6,26/12/2019
10726,9,9,6,7,6/9/2019
10726,10,8,7,10,13/6/2019
9822,3,9,6,8,11/12/2019
9822,4,10,5,7,21/9/2019
9822,4,9,9,6,24/6/2019
9822,4,9,8,9,4/3/2019
5239,10,9,6,9,21/12/2019
5239,10,9,4,5,11/9/2019
5239,10,8,5,7,15/6/2019
5239,7,4,6,4,14/3/2019
8922,6,8,5,7,8/12/2019
8922,7,10,3,6,9/9/2019
8922,9,10,5,8,4/6/2019
8922,9,10,4,8,19/3/2019
2738,3,7,3,2,2/12/2019
2738,1,8,4,4,15/9/2019
2738,8,1,7,4,7/6/2019
2738,6,1,8,7,30/3/2019
4990,1,3,10,4,14/12/2019
12285,5,9,3,5,30/12/2019
12285,7,9,1,5,14/9/2019
12285,6,3,4,5,6/6/2019
12285,5,1,2,2,20/3/2019
9974,5,10,3,5,13/12/2019
9974,7,8,5,4,16/9/2019
9974,7,2,9,6,8/6/2019
9974,9,9,10,7,12/3/2019
1349,1,10,9,5,24/12/2019
1349,1,8,9,7,3/9/2019
1349,3,10,9,6,15/6/2019
1349,1,8,8,4,21/3/2019
7254,6,7,4,7,28/12/2019
1120,6,8,6,7,14/12/2019
1120,4,8,6,4,16/9/2019
1120,2,6,8,7,10/6/2019
1120,1,7,7,4,24/3/2019
1886,6,8,10,10,6/12/2019
10064,9,2,6,3,12/12/2019
10064,9,1,5,5,24/9/2019
10064,7,2,6,5,11/6/2019
10064,5,3,6,6,3/3/2019
11908,7,10,2,6,24/12/2019
11908,9,8,1,7,27/9/2019
11908,7,8,3,4,13/6/2019
11908,2,7,3,6,29/3/2019
269,2,10,2,3,21/12/2019
1332,3,7,9,6,22/12/2019
1332,1,6,8,6,25/9/2019
251,4,4,7,7,26/12/2019
251,4,2,7,5,26/9/2019
251,5,4,7,7,10/6/2019
251,4,4,9,3,25/3/2019
11899,5,8,10,5,1/12/2019
11899,7,6,10,6,5/9/2019
11899,8,4,10,7,23/6/2019
7879,3,1,6,4,16/12/2019
7879,1,1,7,5,4/9/2019
7879,2,1,9,2,17/6/2019
9288,5,5,10,8,12/12/2019
9288,8,10,6,6,18/9/2019
9288,8,10,4,9,23/6/2019
9288,2,8,7,6,4/3/2019
1709,4,8,10,7,4/12/2019
1709,7,7,2,7,27/9/2019
1709,8,5,1,3,17/6/2019
1709,9,3,2,3,13/3/2019
4627,3,10,5,8,24/12/2019
4627,4,10,5,8,30/9/2019
4627,3,9,3,7,4/6/2019
3861,3,10,5,4,12/12/2019
3861,4,9,6,5,30/9/2019
3861,5,9,5,8,19/6/2019
3861,7,9,7,5,1/3/2019
418,2,8,8,8,12/12/2019
418,1,7,6,2,20/9/2019
418,7,9,7,5,8/6/2019
418,8,8,9,7,20/3/2019
4559,3,9,10,6,9/12/2019
4559,3,10,9,8,8/9/2019
4559,5,10,10,6,29/6/2019
6102,4,9,7,7,11/12/2019
6102,5,9,7,7,4/9/2019
6102,3,9,8,8,13/6/2019
6102,1,10,8,5,12/3/2019
7862,9,7,7,5,11/12/2019
7862,9,6,5,4,3/9/2019
7862,4,1,6,2,14/6/2019
7862,8,2,9,4,28/3/2019
2639,5,7,6,7,8/12/2019
2639,6,9,7,6,14/9/2019
2639,5,10,8,7,26/6/2019
2639,6,10,10,8,31/3/2019
8605,9,3,4,4,20/12/2019
8605,10,4,2,4,14/9/2019
8605,10,2,2,4,26/6/2019
8605,3,8,2,2,12/3/2019
5882,4,6,9,7,11/12/2019
5882,2,5,9,5,10/9/2019
5882,6,8,6,6,7/6/2019
5882,5,6,6,3,29/3/2019
2343,4,10,4,4,22/12/2019
2343,2,10,2,2,19/9/2019
2343,1,10,1,4,23/6/2019
2251,2,7,4,3,31/12/2019
2251,4,6,5,6,5/9/2019
2251,2,8,4,4,13/6/2019
2251,3,10,2,4,10/3/2019
11764,6,5,10,9,14/12/2019
11764,8,4,10,5,15/9/2019
11764,9,5,9,8,20/6/2019
11764,9,7,10,8,25/3/2019
10177,6,6,4,4,28/12/2019
10177,7,4,6,4,11/9/2019
10177,8,4,5,4,11/6/2019
10177,7,4,5,3,29/3/2019
2401,1,2,8,1,29/12/2019
2401,1,4,8,6,12/9/2019
2401,3,3,8,5,24/6/2019
2401,8,6,2,3,14/3/2019
7299,1,6,8,7,1/12/2019
7299,1,4,8,2,24/9/2019
7299,1,3,7,2,11/6/2019
2661,4,1,6,5,16/12/2019
2661,2,1,6,3,5/9/2019
2661,1,1,7,1,17/6/2019
2661,2,1,6,5,29/3/2019
10666,9,1,9,7,14/12/2019
10227,7,5,9,7,27/12/2019
10227,7,4,8,7,26/9/2019
10227,4,7,8,6,28/6/2019
10227,3,8,7,6,29/3/2019
5797,1,2,7,5,12/12/2019
5797,3,1,6,2,3/9/2019
5797,2,2,7,1,11/6/2019
4023,3,10,8,9,7/12/2019
4023,1,10,6,3,26/9/2019
4023,1,10,4,5,1/6/2019
4023,1,9,6,7,8/3/2019
9965,2,8,7,4,14/12/2019
9965,1,8,6,3,25/9/2019
9965,2,6,8,3,13/6/2019
9965,2,7,9,4,20/3/2019
11821,2,9,8,6,3/12/2019
11821,3,9,7,6,23/9/2019
11821,5,7,7,5,13/6/2019
11821,10,7,8,10,16/3/2019
629,8,4,3,7,11/12/2019
629,6,6,1,5,18/9/2019
629,4,6,1,3,10/6/2019
629,5,5,1,1,4/3/2019
3525,1,3,7,5,16/12/2019
8182,1,7,1,4,26/12/2019
10210,5,5,6,3,25/12/2019
10210,3,5,7,5,20/9/2019
10210,1,7,9,5,1/6/2019
10210,7,7,6,8,27/3/2019
659,3,10,10,6,16/12/2019
659,2,9,8,5,26/9/2019
659,1,9,8,7,22/6/2019
659,3,9,9,7,17/3/2019
11996,5,1,6,6,16/12/2019
11996,5,1,5,1,9/9/2019
6098,4,6,1,5,6/12/2019
6098,3,8,2,6,19/9/2019
6098,5,7,2,3,26/6/2019
6098,6,6,2,3,20/3/2019
2646,6,3,8,6,23/12/2019
2646,6,3,6,5,15/9/2019
2646,7,1,5,6,13/6/2019
2646,5,1,6,2,12/3/2019
8427,4,8,1,2,16/12/2019
8427,5,10,1,4,4/9/2019
8427,7,10,2,4,22/6/2019
8427,8,10,1,8,17/3/2019
4224,10,4,3,4,21/12/2019
4224,8,2,3,4,11/9/2019
4224,7,3,1,3,27/6/2019
4224,7,5,2,6,28/3/2019
315,6,9,7,5,8/12/2019
8220,9,8,10,10,25/12/2019
8220,8,9,10,10,7/9/2019
2812,3,7,9,4,14/12/2019
2812,1,5,10,6,28/9/2019
2812,3,6,9,7,3/6/2019
2812,5,5,10,5,22/3/2019
8221,5,1,3,2,10/12/2019
8221,3,1,4,2,22/9/2019
8221,3,1,2,4,9/6/2019
8221,1,1,2,1,28/3/2019
6940,4,5,10,7,2/12/2019
6940,5,6,10,6,5/9/2019
6940,4,4,10,5,29/6/2019
6940,4,6,9,6,1/3/2019
343,1,2,6,1,4/12/2019
9109,7,3,6,4,2/12/2019
9109,9,1,6,6,11/9/2019
9109,7,3,5,3,26/6/2019
1363,7,5,7,5,29/12/2019
1363,7,6,8,6,19/9/2019
1363,10,10,5,10,6/6/2019
1363,8,6,8,7,15/3/2019
846,3,3,8,3,28/12/2019
2379,3,3,9,5,31/12/2019
2379,2,2,7,2,27/9/2019
2379,1,1,8,3,5/6/2019
2379,1,2,8,5,20/3/2019
9754,10,10,2,7,1/12/2019
9754,9,10,1,7,12/9/2019
9754,10,9,3,6,7/6/2019
9754,10,8,1,8,29/3/2019
2044,6,10,10,6,8/12/2019
2044,8,10,10,9,7/9/2019
2044,6,10,10,7,9/6/2019
5304,9,6,1,4,25/12/2019
5304,7,8,1,4,22/9/2019
5304,9,9,1,8,8/6/2019
5304,7,6,7,6,8/3/2019
5241,4,5,3,3,28/12/2019
5241,5,4,1,5,6/9/2019
5241,4,4,1,4,17/6/2019
5241,10,7,3,4,10/3/2019
11317,3,9,3,5,27/12/2019
11317,3,7,2,3,28/9/2019
11317,2,9,3,6,10/6/2019
11317,2,10,1,5,16/3/2019
11630,4,3,10,6,31/12/2019
11630,3,2,10,3,6/9/2019
8067,9,6,9,9,6/12/2019
9901,9,4,9,8,7/12/2019
9901,8,5,10,9,25/9/2019
9901,8,5,9,6,28/6/2019
9901,9,6,10,8,26/3/2019
9463,4,8,1,5,23/12/2019
9463,2,6,1,1,24/9/2019
9463,4,8,1,3,29/6/2019
9463,2,9,1,5,23/3/2019
11512,10,8,8,9,15/12/2019
11512,10,8,8,6,3/9/2019
11512,8,10,6,7,4/6/2019
11512,7,10,6,9,17/3/2019
10211,1,3,10,2,27/12/2019
10211,1,3,10,6,11/9/2019
10211,1,1,9,2,13/6/2019
10211,1,1,10,6,24/3/2019
3272,2,8,3,2,3/12/2019
3272,3,8,3,4,6/9/2019
3272,1,7,4,6,5/6/2019
3272,2,7,7,7,31/3/2019
9144,4,9,10,9,17/12/2019
9144,4,10,10,6,25/9/2019
9144,3,2,6,3,9/6/2019
5276,3,9,9,8,4/12/2019
5276,3,9,10,7,21/9/2019
5276,2,10,10,8,19/6/2019
5276,2,4,8,2,20/3/2019
2068,9,9,7,9,22/12/2019
2068,7,8,7,8,26/9/2019
2068,5,6,7,8,25/6/2019
2068,5,6,9,5,17/3/2019
10976,9,3,9,9,7/12/2019
10976,8,1,7,4,4/9/2019
10976,10,2,8,6,30/6/2019
9438,2,6,6,4,10/12/2019
9438,3,8,6,3,25/9/2019
9438,3,8,6,3,21/6/2019
9438,4,9,4,4,2/3/2019
1711,10,6,3,5,2/12/2019
1711,10,4,5,6,19/9/2019
1711,10,2,3,6,20/6/2019
1711,10,4,4,8,4/3/2019
8095,9,1,5,5,26/12/2019
8095,2,6,2,3,28/9/2019
8095,2,8,7,7,11/6/2019
8095,1,6,7,6,27/3/2019
9010,6,9,3,8,26/12/2019
9010,6,8,5,4,5/9/2019
9951,9,2,8,5,25/12/2019
9951,10,1,6,7,10/9/2019
9951,8,1,6,3,29/6/2019
9951,8,2,8,7,8/3/2019
5567,7,3,8,8,3/12/2019
5567,8,1,9,4,15/9/2019
5567,6,1,10,4,30/6/2019
5567,7,1,9,7,2/3/2019
6261,1,3,6,4,23/12/2019
6261,2,2,5,5,13/9/2019
6261,1,1,7,5,3/6/2019
6261,1,3,7,5,31/3/2019
2059,5,8,6,7,27/12/2019
5090,4,10,6,6,4/12/2019
5090,4,10,5,8,4/9/2019
4091,9,8,8,6,12/12/2019
4091,9,8,9,9,7/9/2019
4091,9,6,10,7,7/6/2019
4091,7,5,8,5,26/3/2019
5642,2,3,6,1,31/12/2019
5642,3,4,5,3,28/9/2019
5642,5,3,4,2,1/6/2019
5642,4,5,2,5,16/3/2019
3334,1,1,7,3,14/12/2019
3334,2,1,9,3,5/9/2019
3334,6,3,6,6,1/6/2019
10239,4,10,6,4,29/12/2019
10239,5,8,6,5,14/9/2019
10239,7,8,6,9,21/6/2019
10239,8,8,4,7,2/3/2019
7162,1,7,7,7,21/12/2019
7162,6,6,2,3,18/9/2019
7162,5,4,1,2,6/6/2019
7162,3,2,6,3,14/3/2019
11475,4,10,8,5,15/12/2019
11475,6,8,9,5,9/9/2019
11475,6,10,9,10,27/6/2019
7335,8,3,8,7,24/12/2019
7335,9,4,7,4,13/9/2019
7335,3,7,3,4,13/6/2019
10771,5,6,8,8,14/12/2019
10771,7,6,9,6,7/9/2019
10771,6,6,10,6,19/6/2019
10771,6,8,7,5,7/3/2019
1034,9,7,8,10,7/12/2019
1034,7,8,9,6,22/9/2019
1034,6,4,2,4,24/6/2019
1034,4,2,2,1,5/3/2019
5993,6,4,1,1,19/12/2019
5993,5,4,1,4,21/9/2019
1671,10,10,10,10,16/12/2019
1671,10,10,10,8,30/9/2019
1671,10,10,10,10,13/6/2019
1671,8,10,8,10,26/3/2019
9134,2,8,8,6,17/12/2019
9134,4,9,10,5,25/9/2019
9134,4,10,10,8,16/6/2019
9134,3,10,10,7,14/3/2019
821,8,3,10,9,18/12/2019
821,8,2,10,5,29/9/2019
522,5,7,2,6,7/12/2019
522,2,8,1,4,26/9/2019
522,1,6,1,1,5/6/2019
522,2,4,1,4,2/3/2019
11548,2,6,2,1,19/12/2019
11548,10,1,7,8,15/9/2019
11548,8,2,5,6,18/6/2019
2397,7,10,6,9,13/12/2019
2397,6,10,7,6,5/9/2019
2397,6,9,9,6,18/6/2019
3920,8,5,6,8,10/12/2019
3920,9,3,4,4,17/9/2019
3920,10,2,6,5,21/6/2019
3920,8,1,4,6,21/3/2019
196,5,3,7,4,27/12/2019
196,5,3,8,3,23/9/2019
196,1,2,7,2,6/6/2019
10734,6,9,8,8,10/12/2019
10734,6,8,7,8,5/9/2019
10734,5,6,7,5,12/6/2019
10734,6,8,9,5,11/3/2019
1088,4,9,10,9,20/12/2019
1088,1,6,1,2,14/9/2019
1088,3,5,1,1,28/6/2019
1088,5,3,1,3,26/3/2019
7221,10,9,7,10,22/12/2019
7221,8,10,5,9,22/9/2019
7221,3,8,7,6,21/6/2019
7221,4,6,8,8,22/3/2019
8992,8,7,6,7,7/12/2019
273,6,2,3,5,13/12/2019
273,4,1,4,5,24/9/2019
273,4,3,2,1,5/6/2019
273,4,4,4,6,13/3/2019
6327,4,7,9,6,9/12/2019
6327,6,6,9,6,12/9/2019
7085,7,4,8,5,30/12/2019
7085,5,5,8,6,13/9/2019
7085,6,3,7,6,20/6/2019
7085,8,2,8,6,24/3/2019
5623,5,2,9,6,7/12/2019
5623,6,10,8,6,3/9/2019
5623,10,6,7,9,23/6/2019
12174,4,7,6,5,14/12/2019
12174,2,6,5,6,10/9/2019
12174,3,5,6,6,4/6/2019
12174,1,6,8,3,28/3/2019
345,5,8,10,6,8/12/2019
345,6,7,9,9,28/9/2019
345,8,6,8,5,28/6/2019
345,7,7,7,5,5/3/2019
1232,5,3,3,4,28/12/2019
1232,5,3,4,2,24/9/2019
1232,6,2,5,4,7/6/2019
1232,6,1,6,2,2/3/2019
1816,5,8,6,4,4/12/2019
1816,4,7,6,6,5/9/2019
1816,3,5,9,4,16/6/2019
3258,7,5,10,7,28/12/2019
3258,5,7,10,8,1/9/2019
3258,5,8,10,8,20/6/2019
3258,4,7,9,6,3/3/2019
6063,10,7,3,5,15/12/2019
6063,10,9,2,9,14/9/2019
6063,9,8,1,4,22/6/2019
6063,10,8,1,4,6/3/2019
12113,3,2,2,1,29/12/2019
12113,9,10,3,7,9/9/2019
12113,10,10,5,7,2/6/2019
12113,9,10,5,9,27/3/2019
4950,5,3,3,4,29/12/2019
4950,2,9,7,4,18/9/2019
4950,1,10,9,4,14/6/2019
4950,1,10,10,7,25/3/2019
3777,6,10,7,6,19/12/2019
3777,5,10,7,8,10/9/2019
3777,6,10,9,6,15/6/2019
3777,4,4,9,7,13/3/2019
9496,8,5,3,5,29/12/2019
9496,7,7,3,3,12/9/2019
9496,6,5,5,3,16/6/2019
9496,4,5,3,3,31/3/2019
12286,8,6,7,7,4/12/2019
12286,9,8,7,7,7/9/2019
12286,9,9,8,8,30/6/2019
12286,8,8,8,8,21/3/2019
7662,6,9,10,9,28/12/2019
7662,4,9,8,7,9/9/2019
8502,2,4,8,3,29/12/2019
8502,1,6,10,6,26/9/2019
8502,1,5,10,3,23/6/2019
8502,1,7,8,4,19/3/2019
12303,8,7,3,4,14/12/2019
12303,9,8,3,4,30/9/2019
12303,7,6,1,4,12/6/2019
12303,2,10,4,4,21/3/2019
1990,6,7,9,6,1/12/2019
1990,8,6,7,6,1/9/2019
1990,10,5,7,5,5/6/2019
1990,8,3,9,4,24/3/2019
11066,10,8,8,7,28/12/2019
11066,10,9,10,10,15/9/2019
11066,10,8,10,7,11/6/2019
11066,10,10,10,8,11/3/2019
2774,10,9,6,9,24/12/2019
2774,8,9,10,10,28/9/2019
2774,6,10,9,10,4/6/2019
2774,2,4,1,2,30/3/2019
4521,3,8,7,6,13/12/2019
4521,5,8,6,5,12/9/2019
4521,3,6,7,4,18/6/2019
4521,7,6,3,4,22/3/2019
4810,3,3,10,7,10/12/2019
5044,10,6,5,9,16/12/2019
5044,10,8,5,8,20/9/2019
5044,2,5,8,5,28/6/2019
7515,9,6,1,5,9/12/2019
7515,9,7,1,4,28/9/2019
7515,8,7,3,8,9/6/2019
7515,7,7,2,5,12/3/2019
11194,8,2,1,1,19/12/2019
11194,9,3,1,3,14/9/2019
11194,9,3,3,4,16/6/2019
11194,4,2,3,1,28/3/2019
10115,5,4,5,2,26/12/2019
10115,6,6,5,4,29/9/2019
10115,4,8,4,3,21/6/2019
1916,1,7,1,1,22/12/2019
1916,1,7,1,3,20/9/2019
1916,8,8,8,7,28/6/2019
1916,2,9,1,2,26/3/2019
1939,8,7,5,5,21/12/2019
1939,4,7,5,3,3/9/2019
1939,6,8,7,6,27/6/2019
1939,5,6,5,6,13/3/2019
2416,6,7,3,4,12/12/2019
2416,7,6,5,8,13/9/2019
1421,6,7,9,5,2/12/2019
3837,1,10,3,4,16/12/2019
3837,1,9,5,3,7/9/2019
3837,3,8,3,6,4/6/2019
3837,1,7,4,5,16/3/2019
955,7,10,9,10,18/12/2019
955,9,8,7,10,24/9/2019
955,8,8,8,10,23/6/2019
955,4,8,7,8,1/3/2019
8160,9,8,3,7,12/12/2019
8160,8,8,3,4,1/9/2019
5071,4,7,7,5,31/12/2019
5071,5,9,8,9,12/9/2019
5071,4,9,9,6,7/6/2019
5071,5,10,8,7,5/3/2019
5846,9,5,5,4,3/12/2019
7856,5,9,10,7,20/12/2019
7856,6,7,8,7,27/9/2019
8816,9,1,4,3,10/12/2019
8816,10,1,2,3,8/9/2019
8816,10,1,1,4,15/6/2019
8601,10,6,2,5,22/12/2019
8601,10,6,1,3,30/9/2019
8601,9,5,1,7,29/6/2019
9906,7,9,9,6,24/12/2019
9906,7,8,8,6,20/9/2019
9906,8,7,10,6,22/6/2019
9906,7,5,8,6,17/3/2019
6497,8,7,6,5,13/12/2019
6497,6,8,7,5,10/9/2019
6497,7,9,8,7,18/6/2019
6497,7,9,7,7,1/3/2019
859,7,8,2,7,8/12/2019
859,7,10,1,7,20/9/2019
859,8,10,1,4,12/6/2019
859,8,10,3,9,22/3/2019
11818,3,10,10,7,25/12/2019
11818,1,9,10,4,13/9/2019
11818,1,10,8,6,20/6/2019
11818,2,8,7,3,11/3/2019
4501,3,7,3,3,31/12/2019
4501,1,6,4,1,30/9/2019
4501,1,7,2,5,19/6/2019
4501,1,7,1,1,17/3/2019
5191,9,8,6,8,28/12/2019
5191,10,9,7,7,1/9/2019
5191,9,7,8,9,25/6/2019
5191,9,9,7,8,19/3/2019
570,7,1,2,2,18/12/2019
570,8,1,1,1,10/9/2019
570,1,7,8,3,22/6/2019
570,3,8,6,4,30/3/2019
6099,5,5,9,6,12/12/2019
6099,6,7,8,9,30/9/2019
6099,5,7,9,5,20/6/2019
6099,3,9,9,7,3/3/2019
11972,1,3,10,4,6/12/2019
11972,1,1,8,2,20/9/2019
11972,1,3,7,1,11/6/2019
11972,2,1,5,3,6/3/2019
5468,5,8,3,6,3/12/2019
5468,3,6,1,1,5/9/2019
5468,2,4,1,2,8/6/2019
5468,1,5,1,4,27/3/2019
8481,2,2,9,3,24/12/2019
8481,8,7,8,9,27/9/2019
8481,9,9,10,7,26/6/2019
6185,5,1,2,3,8/12/2019
6185,4,3,3,4,18/9/2019
4662,1,6,9,3,20/12/2019
4662,2,8,9,5,18/9/2019
4662,1,10,8,8,24/6/2019
4662,3,10,9,8,21/3/2019
6985,1,2,10,6,16/12/2019
6985,3,1,10,3,9/9/2019
6985,4,2,10,3,12/6/2019
6985,2,4,8,5,19/3/2019
10224,1,6,4,2,20/12/2019
10224,1,5,2,2,13/9/2019
10224,1,4,1,3,23/6/2019
10224,3,5,3,1,9/3/2019
2368,8,2,8,7,18/12/2019
2368,7,3,8,8,4/9/2019
2368,8,5,6,7,4/6/2019
9192,8,6,7,5,30/12/2019
6804,1,10,3,3,30/12/2019
6804,1,10,4,6,2/9/2019
6804,1,8,6,5,7/6/2019
12023,6,7,7,6,27/12/2019
12023,4,5,7,6,26/9/2019
12023,6,4,6,6,23/6/2019
3767,9,10,7,6,16/12/2019
10117,6,4,4,6,11/12/2019
10117,6,8,7,8,1/9/2019
9242,6,7,1,5,7/12/2019
9242,6,8,1,7,25/9/2019
9242,8,6,1,4,7/6/2019
2376,6,8,2,6,2/12/2019
2376,2,7,10,7,30/9/2019
2376,3,7,9,8,17/6/2019
2376,1,5,8,4,7/3/2019
1515,3,5,4,4,25/12/2019
1515,6,4,7,5,9/9/2019
1515,5,5,7,3,23/6/2019
1515,5,6,5,3,4/3/2019
3465,5,8,8,7,12/12/2019
3465,6,8,9,5,27/9/2019
3465,4,8,7,8,19/6/2019
3465,6,6,5,5,19/3/2019
5833,5,7,10,5,26/12/2019
5833,4,7,9,5,12/9/2019
5833,6,8,7,8,20/6/2019
5833,4,6,8,8,15/3/2019
5594,9,7,2,7,28/12/2019
5594,8,9,2,6,24/9/2019
5594,7,8,2,7,24/6/2019
5594,7,8,1,3,24/3/2019
2508,8,10,8,6,10/12/2019
2508,10,10,8,8,30/9/2019
2508,10,10,10,10,3/6/2019
9045,8,8,6,6,10/12/2019
9045,8,10,4,5,19/9/2019
9045,8,9,4,9,29/6/2019
9045,10,8,3,8,24/3/2019
6678,3,3,10,3,27/12/2019
10499,10,1,10,8,29/12/2019
10499,9,1,10,5,15/9/2019
10499,9,1,8,4,1/6/2019
10499,10,3,10,9,30/3/2019
5236,4,6,3,6,6/12/2019
5236,4,7,3,5,16/9/2019
5236,10,3,6,5,22/6/2019
5236,8,1,5,6,18/3/2019
9694,6,5,3,6,18/12/2019
9694,6,4,1,1,6/9/2019
9694,6,9,7,6,17/6/2019
9694,8,9,5,5,13/3/2019
4981,10,10,10,9,1/12/2019
4981,10,10,10,10,14/9/2019
4981,10,8,10,9,13/6/2019
4981,10,6,9,6,17/3/2019
8232,3,7,3,4,19/12/2019
8232,10,8,6,7,3/9/2019
8232,10,9,8,9,19/6/2019
8232,8,9,9,8,22/3/2019
9878,7,6,2,5,30/12/2019
8076,8,7,3,8,13/12/2019
8076,4,8,8,7,15/9/2019
8076,5,10,9,7,9/6/2019
8076,5,9,9,9,6/3/2019
6876,1,9,1,1,28/12/2019
6876,1,10,1,6,12/9/2019
6876,3,10,1,3,1/6/2019
6876,5,10,1,5,3/3/2019
1331,8,10,10,10,10/12/2019
1331,8,8,10,7,13/9/2019
1331,10,9,10,10,22/6/2019
1331,9,10,10,9,20/3/2019
11315,3,1,6,3,17/12/2019
11315,1,2,8,5,26/9/2019
11315,9,8,10,8,3/6/2019
11315,8,9,10,9,14/3/2019
4377,8,1,3,6,2/12/2019
4377,6,1,2,4,6/9/2019
4377,5,2,1,1,21/6/2019
4377,6,1,2,4,7/3/2019
7135,1,3,2,1,29/12/2019
7135,4,8,3,6,5/9/2019
7135,2,6,4,4,13/6/2019
4122,2,3,7,5,12/12/2019
4122,3,1,8,6,10/9/2019
4122,1,1,6,4,2/6/2019
4122,1,1,5,2,27/3/2019
12234,2,9,1,2,31/12/2019
12234,5,4,6,6,7/9/2019
12234,5,6,5,3,25/6/2019
12234,4,8,5,3,14/3/2019
6414,1,10,9,8,28/12/2019
6414,1,8,8,5,30/9/2019
6414,2,7,8,4,29/6/2019
6414,4,8,7,7,14/3/2019
4983,3,9,6,7,29/12/2019
4983,2,10,8,7,10/9/2019
12131,6,4,6,7,5/12/2019
12131,6,4,7,3,3/9/2019
12131,7,2,9,4,28/6/2019
12131,9,3,7,8,1/3/2019
8916,8,2,7,5,21/12/2019
8916,8,2,9,8,15/9/2019
7351,2,3,10,4,3/12/2019
7351,1,3,10,6,12/9/2019
7351,1,2,10,4,4/6/2019
